term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
395-07-64,"noise diagnostic system, <of a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-64,,"Rauschdiagnosesystem,  n","noise diagnostic system, <of a nuclear reactor>","sistema de diagnóstico de ruido,  f","système de diagnostic de bruits, <d’un réacteur nucléaire> m",sistema diagnostico di rumore,"雑音診断システム, ＜原子炉の＞","잡음 진단 시스템, <원자로>","system diagnostyki szumowej,  m","sistema de diagnóstico de ruído, <de um reactor nuclear>","噪声诊断系统, <核反应堆>"
395-07-65,safety parameter display system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-65,,"Anzeigesystem für Sicherheitsparameter, n",safety parameter display systemSPDS,"sistema de visualización de parámetros de seguridad, fSAPS, F","système d’affichage de paramètres de sûreté, mSAPS, m",sistema di presentazione dei parametri di sicurezzaSPDS,臨界安全パラメータ表示システム,안전 파라메타 표시 시스템안전 매개변수 표시 시스템,"system wizualizacji parametrów bezpieczeństwa, mSPDS,",sistema de visualização de parâmetros de segurança,安全参数显示系统SPDS
395-07-66,"Campbell system, <for neutron monitoring>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-66,,"Campbell-System,  n","Campbell system, <for neutron monitoring>","sistema de medida de fluctuaciones,  f","système de mesure à fluctuations, <pour la surveillance neutronique> m","sistema Campbell,","キャンベル式装置, ＜中性子モニタリング用＞","캠벨 계통, <중성자 감시>","system Campbella, mukład monitorowania strumienia neutronów, m","sistema de Campbell,","坎贝尔系统, <中子监测>"
395-07-67,shim member,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-67,,"Trimmelement, n",shim membershim element,"elemento de compensación, m","élément de compensation, mbarre de compensation, f",elemento di compensazione,シム要素,심 요소조조정 요소,"element kompensacyjny, m",elemento de compensaçãobarra de compensação,补偿组件
395-07-68,"control rod drive mechanism, <of a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-68,,"Stellstabantriebsmechanismus, m","control rod drive mechanism, <of a nuclear reactor>CRDM","mecanismo de movimiento de la barra de control,  m","mécanisme de commande, <d’un réacteur nucléaire> m","meccanismo di comando, CRDM","制御棒駆動機構, ＜原子炉の＞","제어봉 구동 장치, <원자로>","mechanizm napędowy pręta sterującego,  m","mecanismo atuador da barra de controlo,","控制棒驱动机构, <核反应堆>"
395-07-69,booster rod,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-69,,"Zusatzstab, m„Booster“-Stab, m",booster rod,"barra de apoyo, f","barre de dopage, f",barra di surreattività,ブースター燃料棒,부스터 연료봉부스터봉,"pręt wspomagający, m",barra de dopagem,增益棒
395-07-70,grey rod,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-70,,"grauer Stab, m",grey rod,"barra gris, f","barre grise, f",barra grigia,グレイロッド,그레이 봉회색 봉,"pręt szary, m",barra cinzenta,灰棒
395-07-71,black rod,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-71,,"schwarzer Stab, m",black rod,"barra negra, f","barre noire, f",barra nera,ブラックロッド,블랙 봉흑봉,"pręt czarny, m",barra negra,黑棒
395-07-72,"nuclear security, <for a nuclear power plant>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-72,,"Strahlenschutzkonzeption,  f","nuclear security, <for a nuclear power plant>","seguridad física,  f","sécurité nucléaire, <pour une installation nucléaire> f",sicurezza nucleare,"核セキュリティ, ＜原子力発電所の＞","원자력 안보, <원자력발전소>","bezpieczeństwo jądrowe fizyczne,  n","segurança nuclear,","核安保, <核电厂>"
395-07-73,nuclear safety,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-73,,"nukleare Sicherheit, f",nuclear safety,"seguridad nuclear, f","sûreté nucléaire, f",sicurezza nucleare,原子力安全,원자력 안전,"bezpieczeństwo jądrowe, n",segurança nuclear,核安全
395-07-74,alarm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-74,,"Alarm, m",alarm,"alarma, f","alarme, f",allarme,アラーム,경보알람,"sygnał alarmowy, m",alarme,报警
395-07-75,"maintenance bypass, <for a safety system>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-75,,"Überbrückung bei der Wartung,  f","maintenance bypass, <for a safety system>","fuera de servicio por mantenimiento,  f","mise hors service pour maintenance, <pour un système de sûreté> f","messa fuori servizio per manutenzione,",保守作業時バイパス,"유지보수 우회, <안전 시스템>","odstawienie częściowe konserwacyjne,  n","desobrigação para manutenção,","维修旁通, <安全系统>"
395-07-76,emergency response facility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-76,,"Notfall-Reaktionseinrichtung, f",emergency response facility,"instalación para respuesta de emergencia, f","moyen de réaction d’urgence, m",mezzi di risposta all’emergenza,緊急時対応施設,비상 대응 설비,"urządzenie łagodzące skutki awarii, n",meios de reação de urgência,应急响应设施
395-07-77,normal operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-77,,"Normalbetrieb, mbestimmungsgemäßer Betrieb, m",normal operation,"operación normal, f","exploitation normale, f",funzionamento normale,正常運転,정상 운전,"eksploatacja normalna, f",funcionamento normal,正常运行
395-07-78,clad failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-78,,"Hüllrohrschaden, m",clad failure,"fallo de vaina, m","rupture de gaine, f",guasto di guaina,被覆破損,피복 파손,"uszkodzenie koszulki elementu paliwowego, n",rotura de bainha,包壳破损
395-07-79,unloading,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-79,,"Entladung eines Kernreaktors, f",unloadingdischarging,"descarga, f","déchargement, m",scarico,燃料取出し,연료 제거,"rozładowanie, n",descarregamento,卸料
395-07-80,spent fuel pool,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-80,,"Brennelementlagerbecken, n",spent fuel pool,"piscina de combustible gastado, f","installation de refroidissement du combustible, f",deposito del combustibile irradiato,使用済燃料プール,사용후 핵연료 저장조,"basen paliwa wypalonego, m",instalação de arrefecimento de combustível,乏燃料池
395-07-81,"reprocessing, <for an irradiated fuel>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-81,,"Wiederaufbereitung,  f","reprocessing, <for an irradiated fuel>","reproceso,  m","retraitement, <pour un combustible irradié> m","ritrattamento,","再処理, ＜照射済燃料の＞","재처리, <조사핵연료>","przerób paliwa,  m","retratamento,","后处理, <辐照过的燃料>"
395-07-82,anticipated operational occurrence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-82,,"vorhergesehene Betriebsvorgänge des anomalen Betriebs, m pl",anticipated operational occurrenceAOO,"incidente de operación anticipado, m","incident de fonctionnement prévu, mIFP, m",incidente di funzionamento previstoAOO,予測運転事象,예상 운전 사상,"zdarzenie eksploatacyjne przewidywane, nAOO,",incidente de funcionamento previsto,预计运行事件AOO
395-07-83,common mode failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-83,,"Ausfall aus gemeinsamer Ursache, m",common mode failure,"fallo de modo común, m","défaillance de mode commun, f",guasto di modo comune,共通モード故障,공통 모드 사고,"uszkodzenie ze wspólnej przyczyny, n",falhas com causa comum,共模故障
395-07-84,postulated initiating event,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-84,,"anzunehmendes Versagen auslösendes Ereignis, nAVE, n",postulated initiating event,"hipotético suceso iniciador, m","événement initiateur hypothétique, m",evento iniziatore ipotetico,想定起因事象,가상 초기 사건,"zdarzenie inicjujące założone, n",acontecimento iniciador hipotético,假设始发事件
395-07-85,"protective action, <in nuclear safety>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-85,,"Schutzaktion,  f","protective action, <in nuclear safety>","acción de protección,  f","action de protection, <en sûreté nucléaire> f","azione di protezione,","防護措置, ＜原子力安全上の＞","방호조치, <원자력 안전>방호 행동, <원자력 안전>보호 조치, <원자력 안전>","działanie zapobiegawcze,  n","ação de proteção,","保护动作, <核安全>"
395-07-86,safety action,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-86,,"Sicherheitsmaßnahme, fSchutzaktion, f",safety action,"acción de seguridad, f","action de sûreté, f",azione di sicurezza,安全動作,안전조치안전 동작,"działanie bezpieczeństwa, n",ação de segurança,安全动作
395-07-87,"protective function, <in radiation protection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-87,"وظيفة وقائية,  <في الوقاية الإشعاعية>","Schutzfunktion, <im Strahlenschutz> f","protective function, <in radiation protection>","función de protección, <en protección de radiación>","fonction de protection, <en radioprotection> f",funzione di protezione,"防護機能, <放射線防護の>","방호 기능, <방사선 방호>보호 기능, <방사선 방호>","funkcja ochronna, <w ochronie radiologicznej> f","função de proteção, <em radioproteção>","保护功能, 辐射防护"
395-07-88,safety function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-88,,"Sicherheitsfunktion, f",safety function,"función de seguridad, f","fonction de sûreté, f",funzione di sicurezza,安全機能,안전 기능,"funkcja bezpieczeństwa, f",função de segurança,安全功能
395-07-89,safety task,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-89,,"sicherheitsgerichtete Aufgabe, f",safety task,"tarea de seguridad, f","tâche de sûreté, f",misure di sicurezza,安全タスク,안전 임무,"zadania związane z bezpieczeństwem, n pl",tarefa de segurança,安全任务
395-07-90,single failure criterion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-90,,"Einzelfehlerkriterium, n",single failure criterion,"criterio de fallo único, m","critère de défaillance unique, m",criterio del guasto singolo,単一故障基準,단일 고장 기준,"kryterium pojedynczego uszkodzenia, n",critério de falha única,单一故障准则
395-07-91,"trip, <for a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-91,,"schnelle Abschaltung,  f","trip, <for a nuclear reactor>","parada rápida,  f","arrêt rapide, <pour un réacteur nucléaire> m","riduzione rapida,","トリップ, ＜原子炉の＞","트립, <원자로>사고정지, 원자로","obniżenie szybkie mocy,  n","disparo,","事故停堆, <核反应堆>"
395-07-92,spurious shutdown,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-92,,"Fehlabschaltung, f",spurious shutdown,"parada intempestiva, f","arrêt intempestif, m",arresto spurio,スプリアス停止,의사 정지오 정지,"wyłączenie błędne, n",paragem intempestiva,误停堆
395-07-93,"design life, <of equipment>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-93,,"vorgesehene Lebensdauer,  f","design life, <of equipment>","vida de diseño,  f","durée de vie prévue à la conception, <d’un matériel> f durée de vie spécifiée, <d’un matériel> f","durata di vita di progetto,","設計寿命, ＜機器の＞","설계 수명, <장비>","trwałość projektowa,  f","vida projetada,","设计寿命, <设备>"
395-07-94,"qualified life, <of equipment>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-94,,"qualifizierte Lebensdauer,  f","qualified life, <of equipment>",vida cualificada,"durée de vie qualifiée, <d’un matériel> f","durata di vita qualificata,","認定寿命, ＜機器の＞","인정 수명, <장비>","trwałość weryfikowana,  f","vida qualificada,","鉴定寿命, <设备>合格寿命"
395-07-95,"operational conditions, <of equipment>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-95,,"Betriebsbedingungen,  f pl","operational conditions, <of equipment>","condiciones de operación,  f","conditions d’utilisation, <d’un matériel> f, pl","condizioni di funzionamento,","動作状態, ＜機器の＞","동작 조건, <장비>동작 상태, <장비>","warunki eksploatacji,  m pl","condições de utilização,","运行条件, <设备>"
395-07-96,"qualification margin, <of equipment>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-96,,"Qualifizierungsreserve,  f","qualification margin, <of equipment>","margen de funcionamiento,  m","marge de fonctionnement, <d’un matériel> f marge de qualification, <d’un matériel> f","margine di funzionamento,","認定余裕, ＜機器の＞","인정 여유, <장비>","margines eksploatacyjny bezpieczeństwa,  m","margem de qualificação,","鉴定裕度, <设备>"
395-07-97,equipment qualification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-97,,"Qualifizierung einer Einrichtung, f",equipment qualification,"cualificación de equipo, f","qualification d’un matériel, f",qualificazione di un'apparecchiatura,機器認定,기기 인정장비 검증,"kwalifikacja urządzenia, f",qualificação do equipamento,设备鉴定
395-07-98,environmental conditions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-98,,"Umgebungsbedingungen, f pl",environmental conditions,"condiciones medioambientales, f pl","conditions d’environnement, f pl",condizioni ambientali,環境条件,환경 조건,"warunki środowiskowe, m pl",condições ambientais,环境条件
395-07-99,monitoring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-99,,"kontinuierliche Überwachung, f",monitoring,"monitorización, f","surveillance, f",monitoraggio,モニタリング,감시모니터링,"monitorowanie, n",vigilância,监测
395-07-100,ageing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-100,,"Alterung, f",ageing,"envejecimiento, m","vieillissement, m",invecchiamento,経年化,노화경년화,"starzenie, n",envelhecimento,老化
395-07-101,accelerated ageing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-101,,"beschleunigte Alterung, f",accelerated ageing,"envejecimiento acelerado, m","vieillissement accéléré, m",invecchiamento accelerato,経年化加速過程,가속 노화,"starzenie przyśpieszone, n",envelhecimento acelerado,加速老化
395-07-102,intrinsic safety,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-102,,"sicherheitsgerichtetes Ausfallverhalten, nEigensicherheit, f",intrinsic safetyinherent safety,"seguridad intrínseca, f","sûreté intrinsèque, f",sicurezza intrinseca,固有安全性,고유 안전성,"bezpieczeństwo własne urządzenia, n",segurança intrínseca,固有安全
395-07-103,"defence in depth, <in plant design>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-103,,"gestaffelte Sicherheitsebenen,  f plSicherheitsbarrieren,  f pl","defence in depth, <in plant design>","defensa en profundidad,  f","défense en profondeur, <dans la conception d’une centrale> f","difesa in profondità,","多重防護, ＜発電所設計の＞深層防護","심층 방호, <플랜트 설계>","zabezpieczenie wielostopniowe, nobrona w głąb, f","defesa em profundidade,","纵深防御, <核电厂设计>"
395-07-104,local control point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-104,,"örtliche Überwachungseinrichtung, f",local control pointlocal control panel,"punto de control local, m","point de commande local, minstallation de commande locale, f",punto di controllo localepannello di controllo locale,別置制御盤,국부 제어점국소 제어반,"punkt sterowania lokalny, m",ponto de controlo localinstalação de controlo local,就地控制点
395-07-105,"supplementary control point, <in nuclear safety>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-105,,"zusätzliche Überwachungseinrichtung,  f","supplementary control point, <in nuclear safety>","punto de control suplementario,  m","point de contrôle supplémentaire, <en sûreté nucléaire> m","punto di controllo supplementare,","別置制御設備, ＜原子力安全上の＞","보조 제어설비, <원자력 안전>","punkt sterowania dodatkowy,  m","ponto de controlo suplementar,","辅助控制点, <核安全领域>"
395-07-106,control room,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-106,,"Warte, f",control room,"sala de control, f","salle de commande, f",sala di controllo,制御室,제어실통제실,"sterownia, fnastawnia, f",sala de controlo,控制室
395-07-107,local operator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-107,,"Operateur vor Ort, m",local operator,"operador local, m","opérateur local, m",operatore locale,別置制御盤操作員,국부 조작원,"operator miejscowy, m",operador local,就地操作员
395-07-108,safety analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-108,,"Sicherheitsanalyse, f",safety analysis,"análisis de seguridad, f","analyse de sûreté, f",analisi di sicurezza,安全解析,안전 해석안전성 분석,"analiza bezpieczeństwa, f",análise de segurança,安全分析
395-07-109,house load operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-109,,"Eigenbedarfsbetrieb, m",house load operation,"operación de carga propia, f","îlotage, m",funzionamento in isola,所内負荷運転,소내 부하 운전,"praca na potrzeby własne, f",ilhotagem,带厂用电运行
395-07-110,"safety group, <for a nuclear reactor>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-110,,"Sicherheitseinrichtung,  f","safety group, <for a nuclear reactor>","grupo de seguridad,  m","groupe de sûreté, <pour un réacteur nucléaire> m","gruppo di sicurezza,","安全グループ, ＜原子炉の＞","안전 그룹, <원자로>","urządzenia rezerwowe awaryjnego zasilania reaktora, n pl","grupo de segurança,","安全组合, <核反应堆>"
395-07-111,safety category,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-111,,"Sicherheitskategorie, f",safety category,"categoría de seguridad, f","classe de sûreté, f",categoria di sicurezza,安全度区分,안전도 구분,"kategoria bezpieczeństwa, f",categoria de segurança,安全类别
395-07-112,associated circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-112,,"zugehöriger Schaltkreis, m",associated circuit,"circuito asociado, m","circuit associé, m",circuito associato,随伴回路,연계 회로관련 회로,"obwód związany, m",circuito associado,相关电路
395-07-113,channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-113,,"Kanal, m",channel,"canal, m","voie, f",canale,信号経路,채널경로,"kanał pomiarowy, m",canal,通道
395-07-114,channel check,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-114,,"Kanalüberprüfung, f",channel check,"control de canal, m","contrôle de voie, m",verifica del canale,信号経路点検,채널 점검,"kontrola kanału pomiarowego, f",controlo de canal,通道检查
395-07-115,diversity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-115,,"Diversität, f",diversity,"diversidad, f","diversité, f",diversità,多様性,다양성다이버시티,"zróżnicowanie,  n",diversidade,多样性
395-07-116,redundancy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-116,,"Redundanz, f",redundancy,"redundancia, f","redondance, f",ridondanza,多重性,중복성,"redundancja, f",redundância,冗余
395-07-117,external event,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-117,,"externes Ereignis, n",external event,"suceso externo, m","événement extérieur, m",evento esterno,外部事象,외부 사건,"zdarzenie zewnętrzne, n",evento externo,外部事件
395-07-118,fault tolerance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-118,,"Fehlertoleranz, f",fault tolerance,"tolerancia de defecto, f","tolérance aux pannes, f",tolleranza di guasto,フォールトトレランス,고장 허용능력,"tolerancja zakłóceń, f",tolerância às falhas,故障容限
395-07-119,functional isolation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-119,,"funktionale Trennung, f",functional isolation,"aislamiento funcional, m","isolation fonctionnelle, f",sezionamento funzionale,機能隔離,기능 격리,"izolacja funkcjonalna, f",isolação funcional,功能隔离
395-07-120,interlocks,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-120,,"Verriegelung, f",interlocks,"bloqueos, m","verrouillages, m",interblocchi,インタロック,인터록연동 장치,"blokady, f plurządzenia ryglujące, n pl",encravamentos,联锁
395-07-121,isolation device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-121,,"Absperreinrichtung, f",isolation device,"dispositivo de aislamiento, m","dispositif d’isolement, m",dispositivo di sezionamento,隔離機器,격리 장치,"urządzenie separujące, n",dispositivo de isolamento,隔离器件
395-07-122,limiting conditions of operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-122,,"betriebliche Grenzwerte, m pl",limiting conditions of operation,"condiciones límites de funcionamiento, m","conditions limites de fonctionnement, f pl",condizioni limite di funzionamento,操作制限条件,조작 제한 조건운전 제한 조건,"warunki graniczne eksploatacji, m pl",condições limite de operação,极限运行条件
395-07-123,limiting safety system setting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-123,,"Sicherheitssystemgrenzwert, m",limiting safety system setting LSSS,"ajuste del límite del sistema de seguridad, f","réglage de point de consigne de système de sûreté, mRPCSS, m",regolazione dei valori di intervento del sistema di sicurezzaLSSS,安全系機器制限値設定,안전 계통 기기 제한값 설정,"ustawianie warunków granicznych systemu bezpieczeństwa, nLSSS,",regulação do limite do  sistema de segurança,安全系统限值设定LSSS
395-07-124,spurious alarm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-124,,"falscher Alarm, m",spurious alarm,"alarma intempestiva, f","alarme intempestive, falarme répétitive, f",allarme spurio,擬似アラーム,의사 경보오경보,"alarm kontrolny, m",alarme intempestivoalarme repetitivo,误报警
395-07-125,physical separation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-125,,"physikalische Trennung, f",physical separation,"separación física, f","séparation physique, f",separazione fisica,物理的分離,물리적 분리,"separacja fizyczna, f",separação física,实体隔离
395-07-126,plant safety analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-126,,"Anlagensicherheitsanalyse, f",plant safety analysis,"análisis de seguridad de una central, f","analyse de la sûreté de la centrale, f",analisi della sicurezza dell'impianto,プラント安全解析,플랜트 안전 해석,"analiza bezpieczeństwa elektrowni jądrowej, f",análise de segurança da central,电厂安全分析
395-07-127,plant states,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-127,,"Anlagenzustände, m plSicherheitsebenen, f pl",plant states,"estados de la central, m pl","états de la centrale, m pl",stato della centrale nucleare,プラント状態,플랜트 상태,"stany pracy elektrowni jądrowej, m pl",estado da central,电厂状态
395-07-128,qualified equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-128,,"qualifizierte Einrichtung, f",qualified equipment,"equipamiento cualificado, m","équipement qualifié, m",apparecchiatura qualificata,安全機能認定機器,검증 장비안전 기능 인정 장비,"urządzenie certyfikowane, n",equipamento qualificado,鉴定合格设备
395-07-129,reactor instability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-129,,"Reaktorinstabilität, f",reactor instability,"inestabilidad del reactor, f","instabilité du réacteur, f",instabilità del reattore,原子炉不安定性,원자로 불안정성,"niestabilność reaktora, f",instabilidade do reator,反应堆不稳定性
395-07-130,reflash,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-130,,"Alarmwiederholung, f",reflash,"alarmas de repetición, f","répétition d’alarmes, f",ripetizione di allarme,アラーム復帰,재점멸,"alarm cykliczny, m",repetição de alarmes,重闪
395-07-131,reliability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-131,,"Funktionsfähigkeit, f",reliability,"fiabilidad, f","fiabilité, f",affidabilità,信頼性,신뢰도믿음성,"niezawodność, f",fiabilidade,可靠性
395-07-132,"safety limits, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-132,,"Sicherheitsgrenzwerte, m pl","safety limits, pl","límites de seguridad, f pl","limites de sûreté, f pl",limiti di sicurezza,運転パラメータ安全規定値,"안전 제한값들, 복수","granice bezpieczeństwa, f pl",limites de segurança,安全限值
395-07-133,systematic failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-133,,"systematischer Ausfall, m",systematic failure,"fallo sistemático, m","défaillance systématique, f",guasto sistematico,系統的故障,계통적 고장,"błąd systematyczny, m",falha sistemáticafalha reprodutível,系统性失效
395-07-134,"accident conditions, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-134,,"Störfallbedingungen bei einem Kernkraftwerk, f plStörfallbedingungen, f pl","accident conditions, pl","condiciones accidentales, f pl","conditions accidentelles, f pl",condizioni accidentali,事故状態,"사고 상태들, 복수사고 현황들, 복수","stany awaryjne, m plwarunki awaryjne, m pl",condições de acidente,事故工况
395-07-135,design basis accident,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-135,,"Auslegungsstörfall, m",design basis accident,"accidente base de diseño, m","accident de référence, maccident de dimensionnement, m",incidente gestito a progetto,設計基準事故,설계 기준 사고,"awaria projektowa maksymalna, f",acidente de dimensionamento,设计基准事故
395-07-136,severe accident,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-136,,"auslegungsüberschreitender Störfall in Kernkraftwerken, mauslegungsüberschreitender Störfall, m",severe accident,"accidente severo, m","accident grave, m",incidente grave,シビアアクシデント,중대 사고,"wypadek poważny, m",acidente grave,严重事故
395-07-137,xenon effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-137,,"Xenoneffekt, m",xenon effect,"efecto del xenón, m","effet xénon, m",effetto xenon,キセノン効果,제논 효과,"efekt ksenonowy, m",efeito xénon,氙中毒氙效应
395-07-138,residual power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-138,,"Restleistung, f",residual power,"potencia residual, f","puissance résiduelle, f",potenza residua,残留出力,잔류 출력,"moc powyłączeniowa, f",potência residual,剩余功率
395-07-139,fast reactor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-139,,"schneller Kernreaktor, m",fast reactor,"reactor rápido, m","réacteur à neutrons rapides, m",reattore veloce,高速炉高速中性子炉,고속 원자로,"reaktor prędki, m",reator de neutrões rápidos,快中子反应堆快中子堆
395-07-140,breeder reactor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-140,,"Brutreaktor, mBrüter, m",breeder reactor,"reactor reproductor, m","réacteur surgénérateur, m",reattore autofertilizzante,増殖炉,증식로,"reaktor powielający, m",reator sobregerador,增殖反应堆增殖堆
395-07-141,accelerator driven system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-141,,"Hybridreaktor, m",accelerator driven systemhybrid reactorcoupled reactors,"sistema híbrido acoplado a un acelerador, m","système couplé avec un accélérateur, mréacteur hybride, m",sistema di azionamento ad acceleratorereattore ibridoreattori accoppiati,加速器駆動型原子炉,가속기 구동형 원자로,"reaktor hybrydowy, m",reator híbridosistema acoplado com um acelerador,加速器驱动系统混合堆
395-07-142,very high temperature reactor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-142,,"Höchsttemperaturreaktor, mVHTR, m",very high temperature reactorVHTR,"reactor de muy alta temperatura, m","réacteur à très haute température, mRTHT, m",reattore ad altissima temperaturaVHTR,高温ガス冷却炉,특 고온 가스로특 고온 가스 냉각로,"reaktor wysokotemperaturowy, mVHTR,",reator a muito alta temperatura,特高温气冷反应堆特高温气冷堆
395-07-143,blanket,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-143,,"Brutmantel, mMantel, m",blanket,"manto reproductor, m","couche fertile, fcouverture fertile, f",mantello,ブランケット,블랭킷,"płaszcz, m",camada fértil,转换区
395-07-144,fusion reactor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-144,,"Fusionsreaktor, m",fusion reactor,"reactor de fusión, m","réacteur à fusion, m",reattore a fusione,核融合炉,핵 융합로,"reaktor termojądrowy, m",reator de fusão,聚变反应堆
395-07-145,ITER,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-145,,"ITER, m",ITER,"ITER, m","ITER, m",ITER,ITER,국제 핵 융합 실험로,"Międzynarodowy Eksperymentalny Reaktor Termojądrowy, mITER,",ITER,国际热核聚变实验堆ITER
395-07-146,plasma heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-146,,"Plasmaheizung, f",plasma heating,"calentamiento del plasma, m","chauffage d’un plasma, m",riscaldamento del plasma,プラズマ加熱,플라스마 가열,"nagrzewanie plazmy, n",aquecimento por plasma,等离子体加热
